,Unnamed: 0,name,sofifa_id
273,616,Nathaniel Clyne,190456
274,617,Danny Ings,195859
275,619,Taiwo Awoniyi,230978
276,622,Oriol Romeu,199576
277,623,Juanmi,197891
278,624,Cédric Soares,Nan
279,626,Cuco Martina,Nan
280,631,Joselu,173608
281,637,Ramiro Funes Mori,199667
282,638,Gerard Deulofeu,202477
283,641,Leandro Rodríguez,Nan
284,643,Angelo Ogbonna,183855
285,645,Pedro Obiang,200054
286,646,Nikica Jelavic,Nan
287,648,Salomón Rondón,189250
288,653,Shinji Okazaki,194365
289,655,Gökhan Inler,158810
290,658,Aleksandar Mitrovic,215716
291,660,Chancel Mbemba,210897
292,664,Ricardo Álvarez,204555
293,671,Idrissa Gueye,193474
294,675,José Crespo,172685
295,676,Tiago Ilori,205185
296,678,Max Gradel,Nan
297,681,Étienne Capoue,178213
298,682,José Manuel Jurado,Nan
299,683,Obbi Oulare,225530
300,686,Jose Cholevas,Nan
301,691,Anthony Cáceres,209886
302,692,Mohamed Elneny,211454
303,693,Marko Grujic,232099
304,696,Oumar Niasse,Nan
305,708,Jan Kirchhoff,Nan
306,711,Juan Iturbe,Nan
307,714,Steven Naismith,Nan
308,719,Aleix Vidal,202493
309,720,Mateo Kovacic,207410
310,721,Danilo,199304
311,722,Kiko Casilla,177644
312,723,Jesús Vallejo,225161
313,724,Marco Asensio,220834
314,725,Lucas Vázquez,208618
315,726,Jackson Martínez,Nan
316,727,Stefan Savic,204639
317,728,Yannick Carrasco,208418
318,729,Luciano Vietto,207441
319,730,Filipe Luís,Nan
320,731,Matías Kranevitter,214977
321,733,Santos Borré,220883
322,734,Rodrigo,231866
323,735,Álvaro Negredo,146439
324,737,André Gomes,211575
325,738,João Cancelo,210514
326,739,Santi Mina,212623
327,740,Aderllan Santos,Nan
328,742,Yoel Rodríguez,185181
329,743,Steven Nzonzi,Nan
330,744,Iago Aspas,192629
331,746,Mariano,221639
332,747,Sergio Escudero,192679
333,750,Roberto Soldado,146758
334,751,Samu Castillejo,210617
335,752,Samu García,Nan
336,754,Denis Suárez,205192
337,755,Víctor Ruiz,193469
338,756,Adrián López,Nan
339,757,Raúl García,171579
340,759,Dejan Drazic,Nan
341,761,Duje Cop,189536
342,762,Charles,199042
343,763,Gerard Moreno,208093
344,764,Juan Carlos,194730
345,765,Asier Illarramendi,190584
346,766,Jonathas,Nan
347,767,Bruma,211368
348,768,David Concha,Nan
349,769,Deyverson,Nan
350,770,Ángel Trujillo,Nan
351,771,Jefferson Lerma,213991
352,772,Diego Mariño,199493
353,773,Sidnei,Nan
354,774,Lucas Pérez,199354
355,776,Edgar Méndez,219728
356,777,Andrés Fernández,146296
357,778,Thievy Bifouma,Nan
358,779,Takashi Inui,205114
359,780,Jonathan Viera,198164
360,781,Sergio Araujo,198145
361,782,Alfredo Ortuño,190747
362,783,Germán Pezzella,193601
363,784,Petros,208224
364,786,Joaquín,202651
365,787,Francisco Portillo,193844
366,789,Amro Tarek,Nan
367,790,Augusto Fernández,Nan
368,791,Marcelo Díaz,176930
369,792,Federico Ricca,232437
370,793,Miguel Cifuentes,Nan
371,794,Óscar Duarte,212772
372,796,Mauricio Cuero,214434
373,797,Álvaro Pereira,Nan
374,798,Kike García,192678
375,800,Josip Radosevic,211671
376,802,Jesé,202515
377,818,Ronny Rodelin,188397
378,819,Ismaël Diomandé,Nan
379,821,Afonso Figueiredo,Nan
380,822,Famara Diédhiou,223283
381,823,Karl Toko Ekambi,224069
382,826,Baptiste Santamaria,219792
383,833,Tomas Hubocan,Nan
384,835,Mariusz Stepinski,Nan
385,836,Diego Carlos,219693
386,839,Cafú,218623
387,844,Jimmy Durmaz,189207
388,849,Erick Cabaco,236331
389,853,Gonçalo Guedes,224411
390,854,Jorge,205498
391,857,Gabriel Magalhães,Nan
392,858,Júnior Alonso,Nan
393,859,Xeka,236639
394,863,Nordi Mukiele,226166
395,864,Lukas Pokorny,Nan
396,867,Mathieu Peybernes,195313
397,869,Chang-hoon Kwon,Nan
398,871,Renato Sanches,230767
399,877,Raphaël Guerreiro,209889
400,879,Marc Bartra,198141
401,880,Mikel Merino,225193
402,881,Aleksandar Dragovic,189060
403,885,Danny da Costa,202429
404,889,Lászlo Bénes,234728
405,890,Breel Embolo,222357
406,891,Coke,172316
407,894,Levin Öztunali,213134
408,897,José Rodríguez,213577
409,899,André Ramalho,210007
410,906,Borja Mayoral,228635
411,907,Mario Gómez,Nan
412,909,Filip Kostic,208574
413,910,Douglas Santos,Nan
414,911,Alen Halilovic,216349
415,912,Bobby Wood,202428
416,913,Luca Waldschmidt,220085
417,917,Florent Hadergjonaj,220620
418,919,Alfred Finnbogason,Nan
419,920,Takashi Usami,191388
420,929,Alexander Milosevic,202605
421,931,Andrej Kramaric,216354
422,939,Omar Mascarell,208620
423,940,Caglar Söyüncü,232119
424,944,Rafal Gikiewicz,194333
425,946,Naby Keïta,220971
426,949,Bernardo,218667
427,953,Leon Bailey,229906
428,955,Julio Villalba,Nan
429,959,Marin Sverko,235800
430,960,Yunus Malli,192565
431,962,Paul-Georges Ntep,201533
432,963,Victor Osimhen,232293
433,964,Neven Subotic,Nan
434,965,Walace,222844
435,966,Mergim Mavraj,182713
436,969,Patrick Banggaard,212978
437,970,Andersson Ordóñez,236939
438,973,Dayot Upamecano,229558
439,974,Rafa Silva,Nan
440,975,Franco Cervi,223061
441,977,Guillermo Celis,214323
442,978,André Horta,226370
443,980,Alan Ruiz,213582
444,981,Bruno Paulista,Nan
445,982,Elias,221053
446,984,Radosav Petrovic,195087
447,985,Douglas,236499
448,986,André,192448
449,987,Marcelo Meli,Nan
450,988,Felipe,207863
451,992,Marko Bakic,Nan
452,993,Lazar Rosic,235002
453,994,Nelson Bonilla,Nan
454,996,Filipe Augusto,207733
455,997,Pedro Nuno,224538
456,998,Tiquinho Soares,Nan
457,999,Rafael Assis,Nan
458,1000,Paulinho,216531
459,1001,Carlinhos,209828
460,1002,André Claro,Nan
461,1003,Rafael Martins,200984
462,1004,Rafael Batatinha,Nan
463,1008,Mateo Cassierra,Nan
464,1009,Davinson Sánchez,220793
465,1010,Bertrand Traoré,207948
466,1011,Nicolai Jörgensen,199852
467,1013,Fred Friday,219566
468,1021,Kevin Mayi,Nan
469,1024,Yuki Kobayashi,232576
470,1027,David Boysen,Nan
471,1029,David Neres,236632
472,1030,Hervin Ongenda,213702
473,1034,Ognjen Gnjatic,237494
474,1036,Bryan Cabezas,Nan
475,1039,Ladislav Krejci,252064
476,1042,Blerim Dzemaili,138699
477,1044,Artur Ionita,192587
478,1052,Simy,219496
479,1055,Valentin Cojocaru,Nan
480,1057,Matheus Pereira,228414
481,1059,Kevin Diks,224841
482,1060,Bartlomiej Dragowski,215502
483,1062,Hrvoje Milic,Nan
484,1063,Sebastien De Maio,Nan
485,1064,Cristian Tello,200315
486,1065,Sebastián Cristóforo,Nan
487,1066,Diego Laxalt,Nan
488,1067,Giovanni Simeone,216816
489,1071,Santiago Gentiletti,Nan
490,1072,João Mário,212814
491,1073,Gabriel Barbosa,241053
492,1076,Dodô,234112
493,1077,Marcelo Brozovic,216352
494,1079,Gonzalo Higuaín,167664
495,1080,Miralem Pjanic,180206
496,1082,Medhi Benatia,177509
497,1083,Wallace,205970
498,1084,Bastos,230464
499,1085,Jordan Lukaku,207537
500,1086,Luis Alberto,198706
501,1087,Luiz Felipe,236355
502,1088,Gustavo Gómez,Nan
503,1090,José Sosa,143121
504,1091,Mario Pasalic,223273
505,1092,Matías Fernández,230118
506,1093,Piotr Zielinski,210406
507,1095,Nikola Maksimovic,215466
508,1097,Slobodan Rajkovic,Nan
509,1109,Alessio Di Massimo,Nan
510,1111,Gerson,229927
511,1112,Alisson,212831
512,1113,Mário Rui,204614
513,1115,Juan Jesus,200752
514,1116,Federico Fazio,179847
515,1117,Bruno Peres,210282
516,1125,Salvatore Lancia,Nan
517,1126,Bruno Fernandes,212198
518,1128,Leandro Castán,Nan
519,1133,Pietro Cianci,Nan
520,1135,Sasa Lukic,236699
521,1140,Ewandro Costa,Nan
522,1141,Rodrigo de Paul,Nan
523,1142,Pervis Estupiñán,237942
524,1146,Juan Manuel Valencia,Nan
525,1147,Bruno Petkovic,215455
526,1148,Maxwell Acosty,Nan
527,1158,Tomás Rincón,191053
528,1160,Leandrinho,Nan
529,1162,Andrés Cubas,222429
530,1164,Emerson,247204
531,1165,Bartosz Bereszynski,199763
532,1166,Lorenco Simic,237594
533,1167,Carlão,Nan
534,1170,Jerry Mbakogu,Nan
535,1173,Delvin N'Dinga,Nan
536,1176,Dmitri Skopintsev,Nan
537,1178,Rubén Rochina,188103
538,1180,Carlos Zambrano,187132
539,1184,Gabriel Torje,201326
540,1186,Wílker Ángel,217082
541,1187,Kehinde Fatai,213380
542,1190,Giuliano,245138
543,1191,Robert Mak,198193
544,1196,Cristian Ramírez,Nan
545,1197,Ari,165153
546,1199,Michal Duris,Nan
547,1200,Denis Popovic,Nan
548,1205,Aleksandr Lomakin,Nan
549,1206,Hernani,225475
550,1216,Mohamed Diame,Nan
551,1220,Christian Atsu,205601
552,1222,Nélson Oliveira,189303
553,1223,Sergi Canós,224013
554,1227,Mile Jedinak,Nan
555,1229,Albert Adomah,186783
556,1230,Ritchie De Laet,175932
557,1231,Shane Duffy,192622
558,1240,Greg Stewart,223746
559,1255,Jón Dadi Bödvarsson,Nan
560,1258,Andy Lonergan,118794
561,1261,Licá,260674
562,1264,Roy Beerens,Nan
563,1266,Hördur Magnússon,Nan
564,1268,Gustav Engvall,215487
565,1272,Jon Gorenc Stankovic,226129
566,1273,Ragnar Sigurdsson,Nan
567,1275,Jozabed Sánchez,210214
568,1276,Stefan Johansen,187043
569,1301,Danny Rowe,192481
570,1304,Kerim Frei,204247
571,1307,Emilio Nsue,Nan
572,1309,Pawel Wszolek,203568
573,1312,Luke Freeman,169078
574,1313,Hélder Costa,221743
575,1316,Adrian Popa,Nan
576,1317,Milan Djuric,Nan
577,1331,Takuma Asano,232610
578,1335,Pau López,221087
579,1338,Ilkay Gündogan,186942
580,1339,Nolito,199561
581,1340,Claudio Bravo,174543
582,1341,Marlos Moreno,225811
583,1342,Gero Rulli,Nan
584,1344,Pablo Marí,206654
585,1347,Eric Bailly,225508
586,1350,André Ayew,Nan
587,1361,Wilfried Bony,Nan
588,1364,Michy Batshuayi,204529
589,1365,David Luiz,Nan
590,1366,Marcos Alonso,192638
591,1367,Yannick Bolasie,189157
592,1371,Borja Bastón,194996
593,1372,Fernando Llorente,162131
594,1374,Leroy Fer,186351
595,1376,Isaac Success,222634
596,1380,Stefano Okaka,178091
597,1384,Allan Nyom,Nan
598,1387,Jonathan Benteke,Nan
599,1394,Didier Ndong,218359
600,1396,Mika,232223
601,1400,Jóhann Berg Gudmundsson,Nan
602,1402,Viktor Fischer,203965
603,1403,Antonio Barragán,169426
604,1404,Fábio,209499
605,1409,Wilfred Ndidi,226790
606,1411,Gabriel Jesus,230666
607,1414,José Fonte,171791
608,1421,M'Baye Niang,204077
609,1423,Luka Milivojevic,206304
610,1429,Bryan Oviedo,198335
611,1435,Evandro,230373
612,1438,Paco Alcácer,200454
613,1439,Samuel Umtiti,205600
614,1441,Álvaro Morata,Nan
615,1443,Nico Gaitán,Nan
616,1444,Sime Vrsaljko,203890
617,1445,Diogo Jota,224458
618,1446,Axel Werner,215213
619,1449,Alfred N'Diaye,188879
620,1450,Cristian Espinoza,226385
621,1452,Álvaro González,202935
622,1453,Alexandre Pato,180175
623,1454,Antonio Sanabria,219932
624,1455,Felipe Gutiérrez,203796
625,1459,Darko Brasanac,236221
626,1460,Joaquín Correa,215330
627,1461,Franco Vázquez,207471
628,1462,Ganso,Nan
629,1464,Hiroshi Kiyotake,210126
630,1465,Gabriel Mercado,Nan
631,1467,Pablo Sarabia,198950
632,1468,Dani Torres,Nan
633,1470,Alexis Ruano,Nan
634,1471,Víctor Camarasa,219571
635,1472,Gabriel,230666
636,1474,Diego Rico,220414
637,1475,Luciano,230182
638,1476,Leo Baptistão,Nan
639,1477,David López,201505
640,1478,Roberto,201942
641,1479,Álvaro Vázquez,201403
642,1480,Javi Fuego,Nan
643,1481,Pablo Piatti,183899
644,1484,Nano Mesa,221452
645,1485,Alejandro Gálvez,199487
646,1486,Bebé,166074
647,1487,Anaitz Arbilla,199986
648,1488,Rubén Peña,211241
649,1489,Pione Sisto,212196
650,1490,José Naranjo,Nan
651,1491,Álvaro Lemos,205551
652,1492,Fernando Amorebieta,Nan
653,1494,Raúl Albentosa,Nan
654,1495,Willian José,195093
655,1496,Keko,Nan
656,1497,Michael Santos,230964
657,1500,Mikel Villanueva,233329
658,1501,Ezequiel Garay,Nan
659,1502,Nani,139068
660,1503,Álvaro Medrán,212476
661,1504,Mateo García,Nan
662,1505,Sergio León,198715
663,1506,Fran Mérida,183520
664,1507,Alin Tosca,233512
665,1508,Walter Montoya,224461
666,1509,Clément Lenglet,220440
667,1510,Erik Morán,201991
668,1513,Rui Silva,210385
669,1515,Luis Hernández,Nan
670,1516,Moussa Konaté,Nan
671,1518,Prince Gouano,Nan
672,1524,Jonathan Cafú,Nan
673,1525,Otávio,210411
674,1527,Lukas Lerager,217605
675,1533,Baissama Sankoh,Nan
676,1539,Pedro Rebocho,234930
677,1540,Lebogang Phiri,213725
678,1541,Thiago Maia,Nan
679,1542,Luiz Araújo,234128
680,1544,Thiago Mendes,213874
681,1545,Edgar Ié,210520
682,1548,Pape Cheikh,226773
683,1549,Mariano Díaz,221639
684,1550,Marcelo,216352
685,1552,Marçal,207707
686,1554,Tanguy Ndombélé,235569
687,1555,Luiz Gustavo,185221
688,1559,Keita Baldé,215785
689,1564,Jordi Mboula,239441
690,1566,Pedro Mendes,200677
691,1568,Ciprian Tatarusanu,201325
692,1572,Pierre Lees Melou,Nan
693,1575,Neymar,190871
694,1576,Yuri Berchiche,183512
695,1578,Faitout Maouassa,230043
696,1580,Tomas Koubek,200332
697,1581,Brandon,212204
698,1583,Assane Dioussé,230144
699,1584,Gabriel Silva,197688
700,1585,Jorginho,205498
701,1588,Nuno Da Costa,230857
702,1590,Stiven Mendoza,Nan
703,1593,Oumar Solet,242238
704,1601,James Rodríguez,Nan
705,1604,Yvon Mvogo,206003
706,1611,Havard Nordtveit,182888
707,1613,Jannes Horn,231874
708,1614,Jorge Meré,223033
709,1615,João Queirós,Nan
710,1617,Mathew Leckie,195033
711,1626,Jiri Pavlenka,236583
712,1629,Yuning Zhang,228017
713,1631,Denis Zakaria,229261
714,1633,Raúl Bobadilla,Nan
715,1634,Michaël Cuisance,239744
716,1639,Pablo Insua,207431
717,1642,Daichi Kamada,232730
718,1643,Jonathan de Guzmán,Nan
719,1644,Carlos Salcedo,212888
720,1645,Gelson Fernandes,Nan
721,1646,Lucas Alario,215353
722,1649,Sergio Córdova,239747
723,1651,Kilian Jakob,236675
724,1656,Alexandru Maxim,211061
725,1659,Ignacio Camacho,Nan
726,1660,Landry Dimata,231745
727,1661,Divock Origi,213135
728,1662,William,230168
729,1668,Santiago Ascacíbar,232244
730,1671,Aílton,230384
731,1676,Manuel Akanji,229237
732,1677,Sergio Gómez,241811
733,1679,Vincent Koziello,225199
734,1684,Marijan Cavar,Nan
735,1691,João Amaral,234949
736,1692,Mato Milos,Nan
737,1693,Bruno Varela,219754
738,1694,Raúl Silva,Nan
739,1695,Fransérgio,Nan
740,1696,Dyego Sousa,224116
741,1697,Nikola Maras,241070
742,1698,Jefferson,230453
743,1699,Allano Lima,Nan
744,1700,Matheus Índio,Nan
745,1701,Matheus Jesus,Nan
746,1702,Eduardo,212814
747,1703,Ibson Melo,Nan
748,1704,Óliver Torres,208777
749,1705,Vaná Alves,Nan
750,1706,Gabrielzinho,Nan
751,1707,Marcos Acuña,224334
752,1708,Rodrigo Battaglia,219576
753,1709,Mattheus,Nan
754,1711,Fábio Coentrão,Nan
755,1712,Leonardo Ruiz,231868
756,1713,Tomané,Nan
757,1714,Sebastián Rincón,212156
758,1715,Diogo Figueiras,204401
759,1716,Andrej Lukic,Nan
760,1717,Stephen Eustáquio,242380
761,1718,Jonata,172018
762,1719,Wendel,216466
763,1720,Josip Misic,231007
764,1721,Lumor,Nan
765,1722,Rúben Ribeiro,182632
766,1723,Óscar Estupiñán,228761
767,1724,Pedro Henrique,207929
768,1731,Luis Manuel Orejuela,Nan
769,1734,Hirving Lozano,221992
770,1736,Eloy Room,189084
771,1742,Fredrik Midtsjö,198658
772,1746,Nemanja Mihajlovic,Nan
773,1747,Denzel Dumfries,233096
774,1750,Jamiro Monteiro,231150
775,1751,Dario van den Buijs,225531
776,1753,Karim Coulibaly,Nan
777,1754,Bartlomiej Urbanski,Nan
778,1757,Rai Vloet,221120
779,1758,Rasmus Kristensen,233301
780,1759,Nicolás Tagliafico,211256
781,1761,Maximiliano Romero,227903
782,1764,Ondrej Mihalik,Nan
783,1767,Josip Ilicic,200647
784,1768,Andreas Cornelius,201943
785,1774,Samuel Armenteros,Nan
786,1779,Raman Chibsah,206109
787,1783,Saphir Taider,Nan
788,1784,César Falletti,Nan
789,1785,Giancarlo González,Nan
790,1787,Senna Miangue,213328
791,1788,Paolo Faragò,211394
792,1791,Alejandro Rodríguez,205961
793,1793,Pawel Jaroszynski,219661
794,1797,Aristóteles Romero,Nan
795,1801,Vitor Hugo,226601
796,1802,Nikola Milenkovic,238095
797,1803,Bruno Gaspar,225402
798,1806,Carlos Sánchez,Nan
799,1807,Maximiliano Olivera,236382
800,1814,Ricardo Centurión,211267
801,1816,Thomas Rodríguez,Nan
802,1818,Seung-woo Lee,Nan
803,1820,Marco Fossati,Nan
804,1822,Matías Vecino,219985
805,1823,Borja Valero,Nan
806,1826,Wojciech Szczesny,186153
807,1827,Rodrigo Bentancur,227535
808,1832,Pedro Neto,238616
809,1833,Lucas Leiva,176266
810,1834,Adam Marusic,224031
811,1835,Bruno Jordão,240175
812,1836,Felipe Caicedo,175254
813,1839,André Silva,228941
814,1841,Hakan Calhanoglu,208128
815,1842,Lucas Biglia,158963
816,1843,Mateo Musacchio,Nan
817,1853,Gastón Ramírez,Nan
818,1856,Duván Zapata,215333
819,1857,Ivan Strinic,Nan
820,1864,Pa Konate,Nan
821,1866,Andrea Gemignani,Nan
822,1868,Lyanco,230672
823,1869,Álex Berenguer,225201
824,1872,Riad Bajić,Nan
825,1874,Antonin Barak,236791
826,1878,Francisco Sierralta,228681
827,1883,Cheick Diabaté,Nan
828,1884,Nehuén Paz,219451
829,1886,Damir Ceter,236849
830,1889,Daniel Bessa,208144
831,1890,Iuri Medeiros,212230
832,1894,Martín Cáceres,182495
833,1895,Jonathan Silva,215322
834,1896,Pol Lirola,235875
835,1897,Khouma Babacar,197231
836,1900,Everton Luiz,209737
837,1901,Vitalie Damascan,244684
838,1903,Léo Jabá,Nan
839,1904,Ismael Silva,213337
840,1905,Ravanelli,Nan
841,1907,Wanderson,Nan
842,1908,Andrei Ivan,231726
843,1909,Mihailo Ristic,240223
844,1914,Zan Majer,238944
